ï»¿,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disclaimers,,,,,,,,,,,,,,,,,,,,,,,,,,,
â¢ This is an analytics report and currently we support downloading top 8000 listings by sold quantity.,,,,,,,,,,,,,,,,,,,,,,,,,,,
â¢ This report ONLY includes listings sold within the selected time range. Any fees charged or credits applied to listings sold outside this time range are not included in this report. These fees and credits are included in the selling costs number shown on the Seller Hub Performance sales report dashboard.,,,,,,,,,,,,,,,,,,,,,,,,,,,
â¢ Any fees charged or credits applied to these listings outside this time range are not included in this report.,,,,,,,,,,,,,,,,,,,,,,,,,,,
â¢ You had $323.83 of account level fees during this time period. Here is the breakdown of these fees.,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subscription fees = $323.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
"â¢ For the orders that have more than one unique item (multi-item orders), the order level fees/costs are distributed in individual items as follows. Total shipping label cost and per order fixed final value fees are equally distributed to each item.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Report for Jan 1, 2024 to Sep 29, 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,
Listing title,eBay item ID,Store category L1,Store category L2,Quantity sold,Total sales (Includes taxes),Item sales,Taxes and government fees paid by buyer to you,Taxes and government fees paid by buyer to eBay,Shipping and handling paid by buyer to you,Total selling costs,Insertion fees,Optional listing upgrade fees,Final value fees,Promoted Listings - General fees,Promoted Listings - Priority fees,Ads Express fees,Promoted Offsite - Fees,International fees,Other eBay fees,Deposit processing fees,Fee credits,Shipping labels cost (Amount you paid to buy shipping labels on eBay),Net sales (Net of taxes and selling costs),Average Selling price,Quantity sold via promoted listing,Quantity sold via Best Offers,Quantity sold via Seller Initiated Offers
Presto 07046 Tilt 'n Drain Big Griddle Cool-Touch Electric Griddle,196186482824,Other,-,1,$81.51,$74.99,$0.00,$6.52,$0.00,$17.71,$0.00,$0.00,$10.37,$7.34,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$57.28,$81.51,1,0,0
Domino Sugar,196186718192,Other,-,1,$13.97,$13.97,$0.00,$0.00,$0.00,$2.03,$0.00,$0.00,$2.03,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$11.94,$13.97,0,0,0
"Sunkist Orange Soda, 12 Fl Oz (Pack of 12)",196186720672,Other,-,1,$13.57,$12.62,$0.00,$0.95,$0.00,$3.20,$0.00,$0.00,$1.98,$1.22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$9.42,$13.57,1,0,0
"Dr Pepper Strawberries and Cream Soda, 12 fl oz cans, 12 Pack",196186720915,Other,-,1,$16.02,$14.73,$0.00,$1.29,$0.00,$3.82,$0.00,$0.00,$2.38,$1.44,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$10.91,$16.02,1,0,0
"Pop-Tarts Variety Pack: Breakfast & Kids Snacks (5 Boxes, 60 Pastries)",196186732610,Other,-,1,$23.31,$23.31,$0.00,$0.00,$0.00,$5.28,$0.00,$0.00,$3.18,$2.10,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.03,$23.31,1,0,0
"Squirrel Brand Sweet Brown Butter Cashews, 3.5 Ounces, Gluten Free, Vegetarian",196187686318,Other,-,1,$6.63,$6.63,$0.00,$0.00,$0.00,$1.72,$0.00,$0.00,$1.12,$0.60,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4.91,$6.63,1,0,0
"Mrs. Meyer's All-Purpose Cleaner Spray, Lemon Verbena, 16 fl. oz",196187690905,Other,-,1,$9.53,$8.76,$0.00,$0.77,$0.00,$2.34,$0.00,$0.00,$1.48,$0.86,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$6.42,$9.53,1,0,0
"Original Blue Band Margarine, Big Size of 500 gram, From Kenya",196187853595,Other,-,1,$35.56,$34.52,$0.00,$1.04,$0.00,$7.89,$0.00,$0.00,$4.69,$3.20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$26.63,$35.56,1,0,0
"Hain Pure Foods Iodized Sea Salt, 21 Oz",196187861654,Other,-,1,$9.40,$9.40,$0.00,$0.00,$0.00,$2.31,$0.00,$0.00,$1.46,$0.85,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$7.09,$9.40,1,0,0
"Amazon Basics Computer Speakers for Desktop or Laptop PC , USB-Powered, Black",196189569395,Other,-,1,$36.38,$33.55,$0.00,$2.83,$0.00,$8.06,$0.00,$0.00,$4.79,$3.27,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$25.49,$36.38,1,0,0
"Garden of Life Vegan Protein Powder - Raw Vanilla Meal Shake, Pea Protein, 2.3lb",196191872494,Other,-,1,$49.71,$46.46,$0.00,$3.25,$0.00,$6.44,$0.00,$0.00,$6.44,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$40.02,$49.71,0,0,0
"T.N. Dickinson's Witch Hazel Astringent for Face and Body, 100% Natural, 6 Count",196192144643,Other,-,1,$40.40,$37.49,$0.00,$2.91,$0.00,$9.03,$0.00,$0.00,$5.39,$3.64,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$28.46,$40.40,1,0,0
Wakeman Fitness Under Desk Bike & Exercise Machine - LCD Screen for Arms and Leg,196192177984,Other,-,1,$64.95,$60.00,$0.00,$4.95,$0.00,$8.32,$0.00,$0.00,$8.32,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$51.68,$64.95,0,1,0
"SZYT 25"" Wood Baseball Bat for Self-Defense, Softball or Home Defense - Lightwei",196192179442,Other,-,1,$40.34,$37.35,$0.00,$2.99,$0.00,$5.28,$0.00,$0.00,$5.28,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$32.07,$40.34,0,0,0
Seventh Generation Free and Clear Dishwasher Detergent Gel 42 Fluid ounce,196192365114,Other,-,1,$21.33,$20.00,$0.00,$1.33,$0.00,$2.93,$0.00,$0.00,$2.93,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$17.07,$21.33,0,1,0
Doritos Nacho Cheese Tortilla Chips 12 Bags,196192366232,Other,-,1,$21.98,$21.98,$0.00,$0.00,$0.00,$3.01,$0.00,$0.00,$3.01,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.97,$21.98,0,0,0
"Ziploc Big Bags, XL, 4 Count (Pack of 2)",196192367524,Other,-,1,$42.27,$39.23,$0.00,$3.04,$0.00,$9.32,$0.00,$0.00,$5.52,$3.80,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$29.91,$42.27,1,0,0
"Dove Gentle Exfoliating Body Wash with Nutrium Moisture, 16.9 Fl Oz (Pack of 1)",196192368408,Other,-,1,$22.20,$21.08,$0.00,$1.12,$0.00,$3.14,$0.00,$0.00,$3.14,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$17.94,$22.20,0,0,0
"Crest Pro-Health Advanced Gum Restore Toothpaste, Deep Clean 3.7 Oz (Pack of 3)",196192374174,Other,-,1,$0.00,$0.00,$0.00,$0.00,$0.00,$6.35,$0.00,$0.00,$3.80,$2.55,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,-$6.35,$0.00,1,0,0
Harry's Men's Shaving Kit: Razor & 3 Ember Blade Refills,196192375231,Other,-,1,$21.48,$20.26,$0.00,$1.22,$0.00,$4.88,$0.00,$0.00,$2.95,$1.93,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$15.38,$21.48,1,0,0
"SHARPIE Electro Pop Permanent Markers, Fine Point, Assorted Colors, 24 Count",196192377028,Other,-,1,$21.25,$20.00,$0.00,$1.25,$0.00,$4.83,$0.00,$0.00,$2.92,$1.91,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$15.17,$21.25,1,1,0
"TAZO Regenerative Organic Zen Green Tea Bags, 36 Count (Pack of 4)",196192379361,Other,-,1,$31.46,$31.46,$0.00,$0.00,$0.00,$7.02,$0.00,$0.00,$4.19,$2.83,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$24.44,$31.46,1,0,0
"Tazo Zen Green Tea, 20 Count (Pack of 2)",196192379565,Other,-,1,$34.46,$34.46,$0.00,$0.00,$0.00,$7.66,$0.00,$0.00,$4.56,$3.10,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$26.80,$34.46,1,0,0
"BOOST Original Nutritional Drink, Rich Chocolate, 8 Fl Oz (Pack of 24)",196192379983,Other,-,1,$53.68,$49.42,$0.00,$4.26,$0.00,$15.95,$0.00,$0.00,$6.93,$4.83,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4.19,$33.47,$53.68,1,0,0
"BOOST Original Nutritional Drink, Very Vanilla, 8 Fl Oz (Pack of 24)",196192380023,Other,-,1,$61.13,$57.13,$0.00,$4.00,$0.00,$13.35,$0.00,$0.00,$15.50,$10.86,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$13.01,$0.00,$43.78,$61.13,1,0,0
"BOOST Original Nutritional Drink, Creamy Strawberry, 8Â fl oz (Pack of 24)",196192380062,Other,-,1,$59.74,$55.00,$0.00,$4.74,$0.00,$13.06,$0.00,$0.00,$7.68,$5.38,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$41.94,$59.74,1,1,0
"Pure Encapsulations Biotin 8mg - Stress Relief, Hair, Skin, Nails - 120 Capsules",196252234688,Other,-,1,$38.88,$38.88,$0.00,$0.00,$0.00,$8.60,$0.00,$0.00,$5.10,$3.50,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$30.28,$38.88,1,0,0
"Biotin 10,000mcg w/ Hyaluronic Acid & Coconut Oil Softgels 365 ct",196252235681,Other,-,1,$43.19,$40.42,$0.00,$2.77,$0.00,$5.73,$0.00,$0.00,$5.73,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$34.69,$43.19,0,0,0
Zinc 30mg Highly Absorbable Immune System Support 60 Capsules,196252237120,Other,-,1,$25.78,$25.27,$0.00,$0.51,$0.00,$5.80,$0.00,$0.00,$3.48,$2.32,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$19.47,$25.78,1,0,0
"Pure B5 Pantothenic Acid Capsules, Vitamin B5, Calcium, 100ct",196252238811,Other,-,1,$13.07,$12.94,$0.00,$0.13,$0.00,$3.09,$0.00,$0.00,$1.91,$1.18,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$9.85,$13.07,1,0,0
Pure Encapsulations O.N.E. Multivitamin - Antioxidant Complex - 1 Month Supply,196252239873,Other,-,1,$37.58,$37.58,$0.00,$0.00,$0.00,$8.32,$0.00,$0.00,$4.94,$3.38,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$29.26,$37.58,1,0,0
Pure Encapsulations SP Ultimate: Prostate Health Support 90 Capsules,196252615725,Other,-,1,$109.64,$103.68,$0.00,$5.96,$0.00,$23.71,$0.00,$0.00,$13.84,$9.87,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$79.97,$109.64,1,0,0
"Pure Encapsulations +Cal+ with Ipriflavon | Mineral, Vitamin and Herbal Suppleme",196252616759,Other,-,1,$84.89,$84.89,$0.00,$0.00,$0.00,$18.42,$0.00,$0.00,$10.78,$7.64,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$66.47,$84.89,1,0,0
Klaire Labs Vital-10 Probiotic Supplement - 10 Strains for Immune & Digestive He,196252617784,Other,-,1,$47.08,$47.08,$0.00,$0.00,$0.00,$10.45,$0.00,$0.00,$6.21,$4.24,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$36.63,$47.08,1,0,0
"Ray-Ban Men's RB3362 Cockpit Aviator Sunglasses, Gold/Clear Gradient Blue, 59 mm",196253684651,Other,-,1,$115.44,$108.14,$0.00,$7.30,$0.00,$25.05,$0.00,$0.00,$14.66,$10.39,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$83.09,$115.44,1,0,0
"Ray-Ban Junior Metal Aviator Sunglasses, Arista/Brown Gradient, 52mm",196253685396,Other,-,1,$100.23,$95.00,$0.00,$5.23,$0.00,$21.70,$0.00,$0.00,$12.68,$9.02,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$73.30,$100.23,1,1,0
"Ray-Ban Wayfarer Smart Glasses - Shiny Caramel, Polarized Brown",196259000685,Other,-,1,$775.72,$708.42,$0.00,$67.30,$0.00,$166.91,$0.00,$0.00,$96.20,$62.06,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$8.65,$541.51,$775.72,1,0,0
Ray-Ban Meta-Wayfarer Smart Glasses- Matte Black / Clear with Green Transitions,196270858977,Other,-,1,$0.00,$0.00,$0.00,$0.00,$0.00,$97.35,$0.00,$0.00,$62.15,$35.00,$0.00,$0.00,$0.20,$0.00,$0.00,$0.00,$0.00,$0.00,-$97.35,$0.00,1,1,0
"Green Mountain Coffee Roasters Decaf Dark Magic, Single-Serve  K-Cup Pods",196270930052,Other,-,1,$64.39,$63.75,$0.00,$0.64,$0.00,$15.33,$0.00,$0.00,$8.25,$7.08,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$48.42,$64.39,1,0,0
Military Carbon Fiber Case for Samsung Galaxy Buds 2 Pro/Anti-Drop Lock/Keychain,196279072076,Other,-,1,$17.17,$15.69,$0.00,$1.48,$0.00,$4.07,$0.00,$0.00,$2.52,$1.55,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$11.62,$17.17,1,0,0
Sennheiser True Wireless 3 Wood Case Cover & Carrying Bag,196279160501,Other,-,1,$44.47,$40.80,$0.00,$3.67,$0.00,$12.42,$0.00,$0.00,$4.40,$4.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4.02,$28.38,$44.47,1,0,0
RLSOCO Carrying Case for Sennheiser Momentum TWS Buds (Gray),196279162722,Other,-,1,$23.62,$22.02,$0.00,$1.60,$0.00,$4.56,$0.00,$0.00,$2.43,$2.13,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$17.46,$23.62,1,0,0
"Jabra Elite 85t Ear Tips Replacement, Black",196279164606,Other,-,1,$17.18,$16.18,$0.00,$1.00,$0.00,$3.40,$0.00,$0.00,$1.85,$1.55,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$12.78,$17.18,1,0,0
"Powerbeats Pro Silicone Earbud Replacement Set, 4 Pair (Black)",196279170646,Other,-,1,$14.20,$12.94,$0.00,$1.26,$0.00,$2.86,$0.00,$0.00,$1.58,$1.28,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$10.08,$14.20,1,0,0
"5 Pairs Silicone Ear Tips for Echo Buds (2023) - Black, Anti-Slip Ear Cover",196279178203,Other,-,1,$29.30,$27.64,$0.00,$1.66,$0.00,$9.87,$0.00,$0.00,$3.04,$2.64,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4.19,$17.77,$29.30,1,0,0
Item ID 196279218478,196279218478,Other,-,1,$406.13,$380.00,$0.00,$26.13,$0.00,$65.00,$0.00,$0.00,$34.60,$30.40,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$315.00,$406.13,1,1,0
"GroTawel Charger Cradle for Jabra Elite 75t, 700mAh Battery",196279225297,Other,-,1,$42.65,$40.00,$0.00,$2.65,$0.00,$4.24,$0.00,$0.00,$4.24,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$35.76,$42.65,0,1,0
Jesus Christ Superstar [Blu-ray],196279330752,Other,-,1,$27.64,$27.64,$0.00,$0.00,$0.00,$7.13,$0.00,$0.00,$3.81,$3.32,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$20.51,$27.64,1,0,0
"Sunny Health Fitness Air Walk Trainer Glider w/ LCD Monitor, 220LB Max Weight, 3",196279339014,Other,-,1,$138.54,$126.09,$0.00,$12.45,$0.00,$29.88,$0.00,$0.00,$17.41,$12.47,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$96.21,$138.54,1,0,0
"Nokia 2780 Flip   Unlocked   Verizon, AT T, T-Mobile   Blue",196279480259,Other,-,1,$127.11,$118.79,$0.00,$8.32,$0.00,$23.28,$0.00,$0.00,$11.84,$11.44,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$95.51,$127.11,1,0,0
"Easyfone Prime-A6 Unlocked 4G Cell Phone, Clear Sound Dumbphone with Charging Do",196279481013,Other,-,1,$127.11,$117.29,$0.00,$9.82,$0.00,$29.37,$0.00,$0.00,$11.84,$11.44,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$6.09,$87.92,$127.11,1,0,0
Sumi Living Mini Heat Gun for DIY Repair & Paint Drying,196279498294,Other,-,1,$19.42,$19.42,$0.00,$0.00,$0.00,$3.80,$0.00,$0.00,$2.05,$1.75,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$15.62,$19.42,1,0,0
"Ailun Privacy Screen Protector for iPhone 14/13/13 Pro [6.1""] [Black] 2 Pack.",196279507823,Other,-,1,$14.91,$14.03,$0.00,$0.88,$0.00,$3.93,$0.00,$0.00,$2.14,$1.79,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$10.10,$14.91,1,0,0
NFL Cheerleaders Making the Squad - San Diego Chargers by NFL,196279516758,Other,-,1,$18.57,$16.84,$0.00,$1.73,$0.00,$4.36,$0.00,$0.00,$2.69,$1.67,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$12.48,$18.57,1,0,0
PNY 32GB Elite Class 10 SDHC Flash Memory Card 5-Pack - 100MB/s Read,196279530075,Other,-,1,$51.85,$47.73,$0.00,$4.12,$0.00,$5.07,$0.00,$0.00,$5.07,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$42.66,$51.85,0,0,0
"WILSON NBA DRV Series Basketball - DRV, Brown, Mini - 22""",196279583043,Other,-,1,$22.60,$20.93,$0.00,$1.67,$0.00,$5.12,$0.00,$0.00,$3.09,$2.03,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$15.81,$22.60,1,0,0
"WILSON NBA Forge Series Indoor/Outdoor Basketball - Forge, Brown, Size 7 - 29.5""",196279584329,Other,-,1,$53.56,$49.36,$0.00,$4.20,$0.00,$7.01,$0.00,$0.00,$7.01,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$42.35,$53.56,0,0,0
Franklin Sports Grip-Rite 100 Junior Youth Football,196279591885,Other,-,1,$13.54,$12.60,$0.00,$0.94,$0.00,$2.07,$0.00,$0.00,$2.07,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$10.53,$13.54,0,0,0
"Easton   HAVOC Baseball Bat   USA   -10   2 1 4"" Barrel   29""",196279600139,Other,-,1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$11.63,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$11.63,$0.00,$0.00,$0.00,0,0,0
Brooks Adrenaline GTS 22 Running Shoe - White/Grey/Black - Size 9,196279631924,Other,-,1,$140.04,$130.88,$0.00,$9.16,$0.00,$30.19,$0.00,$0.00,$17.59,$12.60,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.69,$140.04,1,0,0
"Muscle Milk Pro Series Sleeping Giant Protein Powder - Vanilla, 1.71 lb, 30g Pro",196280843075,Other,-,1,$34.95,$32.36,$0.00,$2.59,$0.00,$7.87,$0.00,$0.00,$4.72,$3.15,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$24.49,$34.95,1,0,0
"Muscle Milk Gainer Protein Powder, Vanilla Creme, 32g Protein, 5 Pound",196280843523,Other,-,1,$50.21,$50.21,$0.00,$0.00,$0.00,$11.02,$0.00,$0.00,$6.50,$4.52,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$39.19,$50.21,1,0,0
"MSI Raider GE78HX 17 240Hz Gaming Laptop  i9, RTX 4070, 32GB RAM, 1TB SSD, Win",196281013328,Other,-,1,"$3,856.42","$3,562.51",$0.00,$293.91,$0.00,$438.67,$0.00,$0.00,$207.28,$231.39,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,123.84","$3,856.42",1,0,0
"Lian-Li O11DE-9X GPU Bracket for 40 Series GPU, Black, and Silver Risers Not Inc",196281112008,Other,-,1,$20.11,$18.97,$0.00,$1.14,$0.00,$2.21,$0.00,$0.00,$2.21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$16.76,$20.11,0,0,0
"Pharata 2.5L Cool Mist Humidifier for Bedroom, Baby, Essential Oils, Ultrasonic",196281337487,Other,-,1,$34.99,$31.88,$0.00,$3.11,$0.00,$8.92,$0.00,$0.00,$4.72,$4.20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$22.96,$34.99,1,0,0
Toshiba 0.9 Cu Ft Microwave 900W Stainless Steel,196281384561,Other,-,1,$213.77,$193.02,$0.00,$20.75,$0.00,$46.04,$0.00,$0.00,$26.80,$19.24,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$146.98,$213.77,1,0,0
"12,000BTU Midea U-Shaped Inverter Window AC, Energy Saving, Alexa, Remote, Brack",196281386465,Other,-,1,$362.72,$329.00,$0.00,$33.72,$0.00,$94.05,$0.00,$0.00,$94.05,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$234.95,$362.72,0,1,0
3 Pack Attachment Set for Shark Navigator Lift-Away Vacuum Models UV440 NV370 NV,196282377370,Other,-,1,$42.46,$39.22,$0.00,$3.24,$0.00,$9.75,$0.00,$0.00,$5.64,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4.11,$29.47,$42.46,0,0,0
Panasonic - Nose & Ear Hair Trimmer ER-430,196282391662,Other,-,1,$59.33,$55.45,$0.00,$3.88,$0.00,$18.96,$0.00,$0.00,$7.73,$7.12,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4.11,$36.49,$59.33,1,0,0
De'Longhi EC680 Dedica 15-Bar Pump Espresso MachineFilter 2 Cups by DeLonghi,196282401483,Other,-,1,$27.26,$25.39,$0.00,$1.87,$0.00,$6.22,$0.00,$0.00,$3.77,$2.45,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$19.17,$27.26,1,0,0
Garden of Life Men's Probiotics 40B CFU 30 Capsules,196282609675,Other,-,1,$7.09,$7.09,$0.00,$0.00,$0.00,$2.41,$0.00,$0.00,$2.41,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4.68,$7.09,0,0,0
Klaire Labs P-5-P  30mg Bioactive B6 for Metabolic   Liver Support (100 Caps),196282807540,Other,-,1,$24.13,$24.13,$0.00,$0.00,$0.00,$10.47,$0.00,$0.00,$3.38,$2.90,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4.19,$13.66,$24.13,1,0,0
"Dymatize Vegan Plant Protein, Creamy Chocolate, 25g Protein, 4.8g BCAAs, 15 Serv",196282818118,Other,-,1,$19.17,$18.00,$0.00,$1.17,$0.00,$2.67,$0.00,$0.00,$2.67,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$15.33,$19.17,0,1,0
Solgar BCAA Plus Capsules: Muscle Support - Free Form BCAAs with Vitamin B6 - No,196282853734,Other,-,1,$37.32,$37.32,$0.00,$0.00,$0.00,$9.49,$0.00,$0.00,$5.01,$4.48,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$27.83,$37.32,1,0,0
Valerian Root Capsules - Natural Sleep Aid - Gluten Free - 100ct,196282931652,Other,-,1,$21.26,$19.42,$0.00,$1.84,$0.00,$2.93,$0.00,$0.00,$2.93,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$16.49,$21.26,0,0,0
SOLARAY Valerian Root Extract 50mg | Sleep Relaxation Support | 60 Caplets,196282946525,Other,-,1,$18.27,$17.24,$0.00,$1.03,$0.00,$2.66,$0.00,$0.00,$2.66,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$14.58,$18.27,0,0,0
"Atkins Milk Chocolate Protein Shake, 30g Protein, 7g Fiber, Keto-Friendly, 12 Co",196282972979,Other,-,1,$32.50,$32.50,$0.00,$0.00,$0.00,$7.34,$0.00,$0.00,$4.41,$2.93,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$25.16,$32.50,1,1,0
Pure Encapsulations Copper (Citrate) | Highly Bioavailable | 60 Capsules,196282977771,Other,-,1,$20.00,$20.00,$0.00,$0.00,$0.00,$2.87,$0.00,$0.00,$2.87,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$17.13,$20.00,0,0,0
"L'il Critters Kids Probiotic Gummies, 60ct, Digestive Health, Grape Cherry Orang",196283015374,Other,-,1,$25.46,$25.46,$0.00,$0.00,$0.00,$5.83,$0.00,$0.00,$3.54,$2.29,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$19.63,$25.46,1,0,0
Sugarbear Hair Vitamins - Vegan Gummies for Hair and Nails (2 Month Supply),196283029202,Other,-,1,$43.00,$43.00,$0.00,$0.00,$0.00,$5.71,$0.00,$0.00,$5.71,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$37.29,$43.00,0,1,0
Item ID 196283037021,196283037021,Other,-,1,$63.82,$63.82,$0.00,$0.00,$0.00,$13.92,$0.00,$0.00,$8.18,$5.74,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$49.90,$63.82,1,0,0
"Boron Citrate Powder - 5mg Supplement for Bones & Joints, 500g",196283056565,Other,-,1,$43.90,$43.90,$0.00,$0.00,$0.00,$16.00,$0.00,$0.00,$5.82,$3.95,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$6.23,$27.90,$43.90,1,0,0
Pure Niacinamide (Vitamin B3) No Additives - Lab Verified,196284958972,Other,-,1,$14.56,$14.56,$0.00,$0.00,$0.00,$3.41,$0.00,$0.00,$2.10,$1.31,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$11.15,$14.56,1,0,0
